PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28760538","Schizotypy is associated with reduced mnemonic precision in visual working memory","Xie W, Cappiello M, Park HB, Deldin P, Chan RCK, Zhang W.","Schizophr Res. 2018 Mar;193:91-97. doi: 10.1016/j.schres.2017.07.046. Epub 2017 Jul 29.","Xie W","Schizophr Res","2018","2017/08/02","","","10.1016/j.schres.2017.07.046"
"23341435","Developmental aspects of working and associative memory","Thaler NS, Goldstein G, Pettegrew JW, Luther JF, Reynolds CR, Allen DN.","Arch Clin Neuropsychol. 2013 Jun;28(4):348-55. doi: 10.1093/arclin/acs114. Epub 2013 Jan 21.","Thaler NS","Arch Clin Neuropsychol","2013","2013/01/24","","","10.1093/arclin/acs114"
"23422289","Motor expertise modulates movement processing in working memory","Moreau D.","Acta Psychol (Amst). 2013 Mar;142(3):356-61. doi: 10.1016/j.actpsy.2013.01.011. Epub 2013 Feb 17.","Moreau D","Acta Psychol (Amst)","2013","2013/02/21","","","10.1016/j.actpsy.2013.01.011"
"33959845","Brief Report: Examining the Links Between Language Processes and Working Memory Impairments in Toddlers and Preschoolers with ASD","Edmunds SR, Colman C, Vidal P, Faja S.","J Autism Dev Disord. 2022 Apr;52(4):1872-1880. doi: 10.1007/s10803-021-05049-x. Epub 2021 May 6.","Edmunds SR","J Autism Dev Disord","2022","2021/05/07","PMC8571117","NIHMS1713654","10.1007/s10803-021-05049-x"
"24559680","Corticostriatal output gating during selection from working memory","Chatham CH, Frank MJ, Badre D.","Neuron. 2014 Feb 19;81(4):930-42. doi: 10.1016/j.neuron.2014.01.002.","Chatham CH","Neuron","2014","2014/02/25","PMC3955887","NIHMS556479","10.1016/j.neuron.2014.01.002"
"15488910","Theory of mind after traumatic brain injury","Bibby H, McDonald S.","Neuropsychologia. 2005;43(1):99-114. doi: 10.1016/j.neuropsychologia.2004.04.027.","Bibby H","Neuropsychologia","2005","2004/10/19","","","10.1016/j.neuropsychologia.2004.04.027"
"28067595","The bilateral field advantage effect in memory precision","Zhang Y, Ye C, Roberson D, Zhao G, Xue C, Liu Q.","Q J Exp Psychol (Hove). 2018 Mar;71(3):749-758. doi: 10.1080/17470218.2016.1276943. Epub 2018 Jan 1.","Zhang Y","Q J Exp Psychol (Hove)","2018","2017/01/10","","","10.1080/17470218.2016.1276943"
"28521268","Deficient manipulation of working memory in remitted depressed individuals: Behavioral and electrophysiological evidence","Liu M, Zhou L, Wang X, Jiang Y, Liu Q.","Clin Neurophysiol. 2017 Jul;128(7):1206-1213. doi: 10.1016/j.clinph.2017.04.011. Epub 2017 Apr 26.","Liu M","Clin Neurophysiol","2017","2017/05/19","","","10.1016/j.clinph.2017.04.011"
"15869331","Order information in working memory: an integrative review of evidence from brain and behavior","Marshuetz C.","Psychol Bull. 2005 May;131(3):323-39. doi: 10.1037/0033-2909.131.3.323.","Marshuetz C","Psychol Bull","2005","2005/05/05","","","10.1037/0033-2909.131.3.323"
"32394799","Incidental learning of list membership is affected by serial position in the list","Jiang Q, Cowan N.","Memory. 2020 May;28(5):669-676. doi: 10.1080/09658211.2020.1761398. Epub 2020 May 12.","Jiang Q","Memory","2020","2020/05/13","PMC7265995","NIHMS1593123","10.1080/09658211.2020.1761398"
"30948690","Working Memory in Patients with Schizophrenia and Bipolar Affective Disorder: Quantitative or Qualitative Differences?","Žakić Milas D, Milas G.","Psychiatr Danub. 2019 Mar;31(1):54-61. doi: 10.24869/psyd.2019.54.","Žakić Milas D","Psychiatr Danub","2019","2019/04/06","","","10.24869/psyd.2019.54"
"23147237","Comparison of diffusion-weighted fMRI and BOLD fMRI responses in a verbal working memory task","Aso T, Urayama S, Fukuyama H, Le Bihan D.","Neuroimage. 2013 Feb 15;67:25-32. doi: 10.1016/j.neuroimage.2012.11.005. Epub 2012 Nov 10.","Aso T","Neuroimage","2013","2012/11/14","","","10.1016/j.neuroimage.2012.11.005"
"30084356","A resource-rational theory of set size effects in human visual working memory","van den Berg R, Ma WJ.","Elife. 2018 Aug 7;7:e34963. doi: 10.7554/eLife.34963.","van den Berg R","Elife","2018","2018/08/08","PMC6110611","","10.7554/eLife.34963"
"21967563","Age-related changes in decision making: comparing informed and noninformed situations","Van Duijvenvoorde AC, Jansen BR, Bredman JC, Huizenga HM.","Dev Psychol. 2012 Jan;48(1):192-203. doi: 10.1037/a0025601. Epub 2011 Oct 3.","Van Duijvenvoorde AC","Dev Psychol","2012","2011/10/05","","","10.1037/a0025601"
"32094457","Crows control working memory before and after stimulus encoding","Fongaro E, Rose J.","Sci Rep. 2020 Feb 24;10(1):3253. doi: 10.1038/s41598-020-59975-4.","Fongaro E","Sci Rep","2020","2020/02/26","PMC7039964","","10.1038/s41598-020-59975-4"
"29672089","Working memory capacity in social anxiety disorder: Revisiting prior conclusions","Waechter S, Moscovitch DA, Vidovic V, Bielak T, Rowa K, McCabe RE.","J Abnorm Psychol. 2018 Apr;127(3):276-281. doi: 10.1037/abn0000341.","Waechter S","J Abnorm Psychol","2018","2018/04/20","","","10.1037/abn0000341"
"30372666","Influence of semantic cues on hazard-inspection performance: a case in construction safety","Liu M, Liao PC, Wang XY, Li S, Rau PP.","Int J Occup Saf Ergon. 2021 Mar;27(1):14-28. doi: 10.1080/10803548.2018.1541648. Epub 2018 Dec 3.","Liu M","Int J Occup Saf Ergon","2021","2018/10/30","","","10.1080/10803548.2018.1541648"
"25716665","Incidental threat during visuospatial working memory in adolescent anxiety: an emotional memory-guided saccade task","Mueller SC, Shechner T, Rosen D, Nelson EE, Pine DS, Ernst M.","Depress Anxiety. 2015 Apr;32(4):289-95. doi: 10.1002/da.22350. Epub 2015 Feb 26.","Mueller SC","Depress Anxiety","2015","2015/02/27","PMC6309615","NIHMS1001521","10.1002/da.22350"
"30126971","Retrospective Cues Mitigate Information Loss in Human Cortex during Working Memory Storage","Ester EF, Nouri A, Rodriguez L.","J Neurosci. 2018 Oct 3;38(40):8538-8548. doi: 10.1523/JNEUROSCI.1566-18.2018. Epub 2018 Aug 20.","Ester EF","J Neurosci","2018","2018/08/22","PMC6596221","","10.1523/JNEUROSCI.1566-18.2018"
"26180191","Evidence for Optimal Integration of Visual Feature Representations across Saccades","Oostwoud Wijdenes L, Marshall L, Bays PM.","J Neurosci. 2015 Jul 15;35(28):10146-53. doi: 10.1523/JNEUROSCI.1040-15.2015.","Oostwoud Wijdenes L","J Neurosci","2015","2015/07/17","PMC4502255","","10.1523/JNEUROSCI.1040-15.2015"
"22934806","Sentence comprehension following moderate closed head injury in adults","Leikin M, Ibrahim R, Aharon-Peretz J.","J Integr Neurosci. 2012 Sep;11(3):225-42. doi: 10.1142/S0219635212500197. Epub 2012 Aug 30.","Leikin M","J Integr Neurosci","2012","2012/09/01","","","10.1142/S0219635212500197"
"34085564","Bored, distracted, and forgetful: The impact of mind wandering and boredom on memory encoding","Blondé P, Sperduti M, Makowski D, Piolino P.","Q J Exp Psychol (Hove). 2022 Jan;75(1):53-69. doi: 10.1177/17470218211026301. Epub 2021 Jun 22.","Blondé P","Q J Exp Psychol (Hove)","2022","2021/06/04","","","10.1177/17470218211026301"
"26068585","Executive n-back tasks for the neuropsychological assessment of working memory","León-Domínguez U, Martín-Rodríguez JF, León-Carrión J.","Behav Brain Res. 2015 Oct 1;292:167-73. doi: 10.1016/j.bbr.2015.06.002. Epub 2015 Jun 9.","León-Domínguez U","Behav Brain Res","2015","2015/06/13","","","10.1016/j.bbr.2015.06.002"
"35190563","How low working memory demands and reduced anticipatory attentional gating contribute to impaired inhibition during acute alcohol intoxication","Stock AK, Yu S, Ghin F, Beste C.","Sci Rep. 2022 Feb 21;12(1):2892. doi: 10.1038/s41598-022-06517-9.","Stock AK","Sci Rep","2022","2022/02/22","PMC8861183","","10.1038/s41598-022-06517-9"
"21692148","Working memory load modulation of parieto-frontal connections: evidence from dynamic causal modeling","Ma L, Steinberg JL, Hasan KM, Narayana PA, Kramer LA, Moeller FG.","Hum Brain Mapp. 2012 Aug;33(8):1850-67. doi: 10.1002/hbm.21329. Epub 2011 Jun 20.","Ma L","Hum Brain Mapp","2012","2011/06/22","PMC3179779","NIHMS290746","10.1002/hbm.21329"
"23489672","Correlation between prefrontal cortex activity during working memory tasks and natural mood independent of personality effects: an optical topography study","Aoki R, Sato H, Katura T, Matsuda R, Koizumi H.","Psychiatry Res. 2013 Apr 30;212(1):79-87. doi: 10.1016/j.pscychresns.2012.10.009. Epub 2013 Mar 13.","Aoki R","Psychiatry Res","2013","2013/03/16","","","10.1016/j.pscychresns.2012.10.009"
"21248137","Precision in visual working memory reaches a stable plateau when individual item limits are exceeded","Anderson DE, Vogel EK, Awh E.","J Neurosci. 2011 Jan 19;31(3):1128-38. doi: 10.1523/JNEUROSCI.4125-10.2011.","Anderson DE","J Neurosci","2011","2011/01/21","PMC4476280","NIHMS699845","10.1523/JNEUROSCI.4125-10.2011"
"24440409","The neurophysiological index of visual working memory maintenance is not due to load dependent eye movements","Kang MS, Woodman GF.","Neuropsychologia. 2014 Apr;56:63-72. doi: 10.1016/j.neuropsychologia.2013.12.028. Epub 2014 Jan 15.","Kang MS","Neuropsychologia","2014","2014/01/21","PMC3974880","NIHMS556492","10.1016/j.neuropsychologia.2013.12.028"
"26287823","Possible Association of APOE Genotype with Working Memory in Young Adults","Sinclair LI, Button KS, Munafò MR, Day IN, Lewis G.","PLoS One. 2015 Aug 19;10(8):e0135894. doi: 10.1371/journal.pone.0135894. eCollection 2015.","Sinclair LI","PLoS One","2015","2015/08/20","PMC4545585","","10.1371/journal.pone.0135894"
"31707244","Obesity is associated with poor working memory in women, not men: Findings from a nationally representative dataset of U.S. adults","Yang Y, Shields GS, Wu Q, Liu Y, Guo C.","Eat Behav. 2019 Dec;35:101338. doi: 10.1016/j.eatbeh.2019.101338. Epub 2019 Oct 31.","Yang Y","Eat Behav","2019","2019/11/11","","","10.1016/j.eatbeh.2019.101338"
"25017699","Working memory mediates the relationship between intellectual enrichment and long-term memory in multiple sclerosis: an exploratory analysis of cognitive reserve","Sandry J, Sumowski JF.","J Int Neuropsychol Soc. 2014 Sep;20(8):868-72. doi: 10.1017/S1355617714000630. Epub 2014 Jul 14.","Sandry J","J Int Neuropsychol Soc","2014","2014/07/15","","","10.1017/S1355617714000630"
"23041197","Alpha oscillations serve to protect working memory maintenance against anticipated distracters","Bonnefond M, Jensen O.","Curr Biol. 2012 Oct 23;22(20):1969-74. doi: 10.1016/j.cub.2012.08.029. Epub 2012 Oct 4.","Bonnefond M","Curr Biol","2012","2012/10/09","","","10.1016/j.cub.2012.08.029"
"35894226","Effects of forward and backward span trainings on working memory: Evidence from a randomized controlled trial","Li Y, Fu W, Zhang Q, Chen X, Li X, Du B, Deng X, Ji F, Dong Q, Jaeggi SM, Chen C, Li J.","Psychophysiology. 2023 Jan;60(1):e14154. doi: 10.1111/psyp.14154. Epub 2022 Jul 27.","Li Y","Psychophysiology","2023","2022/07/27","","","10.1111/psyp.14154"
"31750722","Working memory and serial order: Evidence against numerical order codes but for item-position associations","Majerus S, Oberauer K.","J Exp Psychol Learn Mem Cogn. 2020 Dec;46(12):2244-2260. doi: 10.1037/xlm0000792. Epub 2019 Nov 21.","Majerus S","J Exp Psychol Learn Mem Cogn","2020","2019/11/22","","","10.1037/xlm0000792"
"34291759","Amount of Hearing Aid Use Impacts Neural Oscillatory Dynamics Underlying Verbal Working Memory Processing for Children With Hearing Loss","Heinrichs-Graham E, Walker EA, Eastman JA, Frenzel MR, McCreery RW.","Ear Hear. 2022 Mar/Apr;43(2):408-419. doi: 10.1097/AUD.0000000000001103.","Heinrichs-Graham E","Ear Hear","2022","2021/07/22","PMC8770672","NIHMS1716673","10.1097/AUD.0000000000001103"
"28088681","Maintenance effects of working memory intervention (Cogmed) in children with symptomatic epilepsy","Fuentes A, Kerr EN.","Epilepsy Behav. 2017 Feb;67:51-59. doi: 10.1016/j.yebeh.2016.12.016. Epub 2017 Jan 12.","Fuentes A","Epilepsy Behav","2017","2017/01/16","","","10.1016/j.yebeh.2016.12.016"
"21995741","Developmental changes in the engagement of episodic retrieval processes and their relationship with working memory during the period of middle childhood","Rhodes SM, Murphy D, Hancock PJ.","Br J Dev Psychol. 2011 Nov;29(Pt 4):865-82. doi: 10.1111/j.2044-835X.2010.02014.x. Epub 2011 Jan 6.","Rhodes SM","Br J Dev Psychol","2011","2011/10/15","","","10.1111/j.2044-835X.2010.02014.x"
"33713877","Is baseline pupil size related to cognitive ability? Yes (under proper lighting conditions)","Tsukahara JS, Engle RW.","Cognition. 2021 Jun;211:104643. doi: 10.1016/j.cognition.2021.104643. Epub 2021 Mar 10.","Tsukahara JS","Cognition","2021","2021/03/13","","","10.1016/j.cognition.2021.104643"
"32623864","Acute administration of nicotine does not enhance cognitive functions","Grus A, Hromatko I.","Arh Hig Rada Toksikol. 2019 Dec 1;70(4):273-282. doi: 10.2478/aiht-2019-70-3257.","Grus A","Arh Hig Rada Toksikol","2019","2020/07/07","","","10.2478/aiht-2019-70-3257"
"32250300","Cognitive Correlates of Digital Clock Drawing Metrics in Older Adults with and without Mild Cognitive Impairment","Dion C, Arias F, Amini S, Davis R, Penney D, Libon DJ, Price CC.","J Alzheimers Dis. 2020;75(1):73-83. doi: 10.3233/JAD-191089.","Dion C","J Alzheimers Dis","2020","2020/04/07","PMC7217723","NIHMS1585222","10.3233/JAD-191089"
"25903587","Verbal Memory Function in Intellectually Well-Functioning Adults With ADHD: Relations to Working Memory and Response Inhibition","Lundervold AJ, Halleland HB, Brevik EJ, Haavik J, Sørensen L.","J Atten Disord. 2019 Aug;23(10):1188-1198. doi: 10.1177/1087054715580842. Epub 2015 Apr 22.","Lundervold AJ","J Atten Disord","2019","2015/04/24","","","10.1177/1087054715580842"
"26874071","Neuronal activity in primate prefrontal cortex related to goal-directed behavior during auditory working memory tasks","Huang Y, Brosch M.","Brain Res. 2016 Jun 1;1640(Pt B):314-27. doi: 10.1016/j.brainres.2016.02.010. Epub 2016 Feb 10.","Huang Y","Brain Res","2016","2016/02/14","","","10.1016/j.brainres.2016.02.010"
"18762929","Working memory capacity, intelligence, and the magnitude of the attentional blink revisited","Martens S, Johnson A.","Exp Brain Res. 2009 Jan;192(1):43-52. doi: 10.1007/s00221-008-1551-1. Epub 2008 Sep 2.","Martens S","Exp Brain Res","2009","2008/09/03","","","10.1007/s00221-008-1551-1"
"18400207","The cognitive neuroscience of working memory: relevance to CNTRICS and schizophrenia","Barch DM, Smith E.","Biol Psychiatry. 2008 Jul 1;64(1):11-7. doi: 10.1016/j.biopsych.2008.03.003. Epub 2008 Apr 8.","Barch DM","Biol Psychiatry","2008","2008/04/11","PMC2483314","NIHMS54892","10.1016/j.biopsych.2008.03.003"
"34519333","Assessing the Longitudinal Relationship between Theta-Gamma Coupling and Working Memory Performance in Older Adults","Brooks H, Mirjalili M, Wang W, Kumar S, Goodman MS, Zomorrodi R, Blumberger DM, Bowie CR, Daskalakis ZJ, Fischer CE, Flint AJ, Herrmann N, Lanctôt KL, Mah L, Mulsant BH, Pollock BG, Voineskos AN, Rajji TK.","Cereb Cortex. 2022 Apr 5;32(8):1653-1667. doi: 10.1093/cercor/bhab295.","Brooks H","Cereb Cortex","2022","2021/09/14","PMC9016289","","10.1093/cercor/bhab295"
"25263349","Brain functional correlates of working memory: reduced load-modulated activation and deactivation in aging without hyperactivation or functional reorganization","Kaup AR, Drummond SP, Eyler LT.","J Int Neuropsychol Soc. 2014 Oct;20(9):945-50. doi: 10.1017/S1355617714000824. Epub 2014 Sep 29.","Kaup AR","J Int Neuropsychol Soc","2014","2014/09/30","PMC4624295","NIHMS730788","10.1017/S1355617714000824"
"34623604","The impact of auditory distraction on reading comprehension: An individual differences investigation","Hao H, Conway ARA.","Mem Cognit. 2022 May;50(4):852-863. doi: 10.3758/s13421-021-01242-6. Epub 2021 Oct 8.","Hao H","Mem Cognit","2022","2021/10/08","","","10.3758/s13421-021-01242-6"
"19096988","The role of working memory in tactile selective attention","Dalton P, Lavie N, Spence C.","Q J Exp Psychol (Hove). 2009 Apr;62(4):635-44. doi: 10.1080/17470210802483503. Epub 2008 Dec 16.","Dalton P","Q J Exp Psychol (Hove)","2009","2008/12/20","","","10.1080/17470210802483503"
"14584557","Frontal cortex as the central executive of working memory: time to revise our view","Andrés P.","Cortex. 2003 Sep-Dec;39(4-5):871-95. doi: 10.1016/s0010-9452(08)70868-2.","Andrés P","Cortex","2003","2003/10/31","","","10.1016/s0010-9452(08)70868-2"
"21956441","Nicotine improves working memory span capacity in rats following sub-chronic ketamine exposure","Rushforth SL, Steckler T, Shoaib M.","Neuropsychopharmacology. 2011 Dec;36(13):2774-81. doi: 10.1038/npp.2011.224. Epub 2011 Sep 28.","Rushforth SL","Neuropsychopharmacology","2011","2011/09/30","PMC3230506","","10.1038/npp.2011.224"
"29740795","Coping with adversity: Individual differences in the perception of noisy and accented speech","McLaughlin DJ, Baese-Berk MM, Bent T, Borrie SA, Van Engen KJ.","Atten Percept Psychophys. 2018 Aug;80(6):1559-1570. doi: 10.3758/s13414-018-1537-4.","McLaughlin DJ","Atten Percept Psychophys","2018","2018/05/10","","","10.3758/s13414-018-1537-4"
"34165341","Grouping effects in immediate reconstruction of order and the preconditions for long-term learning","Guitard D, Saint-Aubin J, Cowan N.","Q J Exp Psychol (Hove). 2022 Jan;75(1):70-97. doi: 10.1177/17470218211030825. Epub 2021 Jul 9.","Guitard D","Q J Exp Psychol (Hove)","2022","2021/06/24","PMC8600588","","10.1177/17470218211030825"
"15858424","Selective and persistent effect of foetal sex on cognition in pregnant women","Vanston CM, Watson NV.","Neuroreport. 2005 May 12;16(7):779-82. doi: 10.1097/00001756-200505120-00024.","Vanston CM","Neuroreport","2005","2005/04/29","","","10.1097/00001756-200505120-00024"
